listing_id,source_site,url,title,captured_at,building_name,locality,city,address,property_type,bhk,bathrooms,area,area_basis,floor,furnishing,property_age,parking,amenities,rent,deposit,maintenance,maintenance_included,brokerage,move_in_charges,available_from,tenant_preference,posted_by,contact_name,contact_phone,notes,calc_price_per_sqft,calc_true_monthly_cost,calc_cost_basis
G90569956,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-marathahalli-bangalore-east-450-sqft-spid-G90569956,"1 BHK Flat for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Lalitha Homes,Marathahalli,Bangalore,,apartment,1,1,450,built-up,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),46.67,21210.00,lower-bound
P88541872,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-seetharampalya-bangalore-east-400-sqft-r2-spid-P88541872,"Studio Apartments / 1 RK Flats for rent in Seetharampalya, Hoodi",2026-06-18T04:10:00+05:30,Bee Hive Apartment,Seetharampalya,Bangalore,,studio (1 RK),1,1,400,super,,full,,,,20000,60000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,50.00,20300.00,lower-bound
A91757048,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-cv-raman-nagar-bangalore-east-900-sqft-spid-A91757048,"1 BHK Builder Floor for rent in CV Raman Nagar, Old Madras Road",2026-06-18T04:10:00+05:30,"CV Raman Nagar, Old Madras Road, Bangalore East",CV Raman Nagar,Bangalore,,builder floor,1,1,900,plot,,full,,,,21000,50000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated; description suggests MEN-ONLY [Inference] — flagged, excluded from both-genders/all set",23.33,21250.00,lower-bound
J91886778,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-ashwini-layout-bangalore-south-400-sqft-spid-J91886778,"1 BHK Flat for rent in Ashwini layout, Ejipura, Bangalore",2026-06-18T04:10:00+05:30,ssrs,Ashwini layout,Bangalore,,apartment,1,1,400,carpet,,full,,,,18000,40000,,,,,,,dealer,,,,45.00,18200.00,lower-bound
O91250074,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-600-sqft-spid-O91250074,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,"star city layout, neeladri nagar",Neeladri Nagar,Bangalore,,apartment,1,2,600,carpet,,full,,,,19000,30000,,,,,,,owner,,,,31.67,19150.00,lower-bound
K78197539,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-nallurhalli-bangalore-east-270-sqft-r2-spid-K78197539,"Studio Apartments / 1 RK Flats for rent in Nallurhalli, Whitefield",2026-06-18T04:10:00+05:30,"SV Residencny, DNA Anantha Layout",Nallurhalli,Bangalore,,studio (1 RK),1,1,270,super,,full,,,,19000,40000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,70.37,19200.00,lower-bound
N91641824,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sri-sai-sapphire-whitefield-whitefield-bangalore-east-550-sqft-spid-N91641824,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sri Sai Sapphire Whitefield,Whitefield,Bangalore,,apartment,1,1,550,carpet,,full,,,,22000,66000,,,,,,,dealer,,,,40.00,22330.00,lower-bound
W91507174,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-electronics-city-phase-1-bangalore-south-450-sqft-spid-W91507174,"1 BHK Flat for rent in Electronics City Phase 1, Bangalore",2026-06-18T04:10:00+05:30,RR Comforts,Electronics City Phase 1,Bangalore,,apartment,1,1,450,built-up,,full,,,,17500,52500,,,,,,,dealer,,,deposit = 3 months rent (computed 52500),38.89,17762.50,lower-bound
A90795844,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-godrej-royale-woods-devanahalli-bangalore-north-450-sqft-spid-A90795844,"Studio Apartments / 1 RK Flats for rent in Devanahalli, Bangalore",2026-06-18T04:10:00+05:30,Godrej Royale Woods,Devanahalli,Bangalore,,studio (1 RK),1,1,450,super,,full,,,,20000,80000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,44.44,20400.00,lower-bound
J91795340,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-balagere-bangalore-east-600-sqft-spid-J91795340,"1 BHK Flat for rent in Balagere, Near Panathur, Bangalore",2026-06-18T04:10:00+05:30,"KBM LAYOUT, VARTHUR",Balagere,Bangalore,,apartment,1,1,600,carpet,,full,,,,17000,40,,,,,,,dealer,,,deposit ₹40 looks implausibly low (possible poster error),28.33,17000.20,lower-bound
Z90386136,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-marathahalli-bangalore-east-650-sqft-spid-Z90386136,"1 BHK Flat for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Lalitha Homes,Marathahalli,Bangalore,,apartment,1,1,650,built-up,,full,,,,22000,44000,,,,,,,,,,deposit = 2 months rent (computed 44000),33.85,22220.00,lower-bound
O81072541,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-1st-stage-indira-nagar-bangalore-east-350-sqft-r6-spid-O81072541,"Studio Apartments / 1 RK Flats for rent in 1st Stage Indira Nagar, Bangalore",2026-06-18T04:10:00+05:30,krishnaproperties,1st Stage Indira Nagar,Bangalore,,studio (1 RK),1,1,350,super,,full,,,,17500,0,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 0 months rent (computed 0),50.00,17500.00,lower-bound
R48985505,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-btm-layout-bangalore-south-420-sqft-r4-spid-R48985505,"Studio Apartments / 1 RK Flats for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Colive Brisbane,BTM Layout,Bangalore,,studio (1 RK),1,1,420,super,,full,,,,15500,31000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 31000),36.90,15655.00,lower-bound
D91748762,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-400-sqft-spid-D91748762,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,luxury homes,Neeladri Nagar,Bangalore,,apartment,1,1,400,built-up,,full,,,,17000,51000,,,,,,,dealer,,,deposit = 3 months rent (computed 51000),42.50,17255.00,lower-bound
Y91885858,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-lakkasandra-bangalore-central-600-sqft-spid-Y91885858,"1 BHK Builder Floor for rent in Lakkasandra, Wilson Garden, Bangalore",2026-06-18T04:10:00+05:30,"Lakkasandra, Wilson Garden, Bangalore, Bangalore Central",Lakkasandra,Bangalore,,builder floor,1,1,2400,plot,,full,,,,22000,22000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",9.17,22110.00,lower-bound
R91827318,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-bts-layout-bangalore-south-500-sqft-spid-R91827318,"1 BHK Flat for rent in BTS Layout, Bannerghatta Road",2026-06-18T04:10:00+05:30,hut living arekere,BTS Layout,Bangalore,,apartment,1,1,500,carpet,,full,,,,20000,,,,,,,,owner,,,,40.00,20000.00,lower-bound
B91820516,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-bangalore-south-600-sqft-spid-B91820516,"1 Bedroom House for rent in Vinayakanagar Adugodi / Shantinagar, Bangalore South",2026-06-18T04:10:00+05:30,"Vinayakanagar Adugodi / Shantinagar, Bangalore South",Vinayakanagar Adugodi / Shantinagar,Bangalore,,independent house,1,2,600,plot,,full,,,,14000,90000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",23.33,14450.00,lower-bound
B91818210,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-mantri-classic-s-t-bed-bangalore-south-660-sqft-spid-B91818210,"1 BHK Flat for rent in ST Bed, Koramangala",2026-06-18T04:10:00+05:30,Mantri Classic,ST Bed,Bangalore,,apartment,1,1,660,super,,full,,,,15000,,,,,,,,owner,,,,22.73,15000.00,lower-bound
S90135742,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sowparnika-indraprastha-soukya-road-bangalore-east-401-sqft-r1-spid-S90135742,"1 BHK Flat for rent in Soukya Road, Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Indraprastha,Soukya Road,Bangalore,,apartment,1,1,401,super,,full,,,,15000,45000,,,,,,,,,,deposit = 3 months rent (computed 45000),37.41,15225.00,lower-bound
O91810210,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sowparnika-ashiyana-whitefield-bangalore-east-343-sqft-spid-O91810210,"Studio Apartments / 1 RK Flats for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Ashiyana,Whitefield,Bangalore,,studio (1 RK),1,1,343,carpet,,full,,,,18000,,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,52.48,18000.00,lower-bound
H91803592,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-rajarajeshwari-nagar-bangalore-west-1500-sqft-spid-H91803592,"1 Bedroom House for rent in Rajarajeshwari Nagar, Bangalore",2026-06-18T04:10:00+05:30,"Rajarajeshwari Nagar, Bangalore, Bangalore West",Rajarajeshwari Nagar,Bangalore,,independent house,1,1,1500,plot,,full,,,,12000,100000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",8.00,12500.00,lower-bound
V90393404,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-shikaripalya-bangalore-south-500-sqft-spid-V90393404,"1 BHK Flat for rent in Shikaripalya, Electronic City",2026-06-18T04:10:00+05:30,Raghib House,Shikaripalya,Bangalore,,apartment,1,1,500,super,,full,,,,12000,40000,,,,,,,owner,,,,24.00,12200.00,lower-bound
O91268890,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-425-sqft-r1-spid-O91268890,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,VKMs Sai Tranquil,Neeladri Nagar,Bangalore,,apartment,1,1,425,carpet,,full,,,,20000,40000,,,,,,,owner,,,deposit = 2 months rent (computed 40000),47.06,20200.00,lower-bound
P91768656,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-kodathi-bangalore-east-550-sqft-spid-P91768656,"1 BHK Flat for rent in Kodathi, Near Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,Pavya Apartments,Kodathi,Bangalore,,apartment,1,1,550,carpet,,full,,,,21000,42000,,,,,,,dealer,,,deposit = 2 months rent (computed 42000),38.18,21210.00,lower-bound
H39856551,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sachidananda-nagar-bangalore-west-800-sqft-r8-spid-H39856551,"1 BHK Flat for rent in Sachidananda Nagar, Rajarajeshwari Nagar",2026-06-18T04:10:00+05:30,Private housing,Sachidananda Nagar,Bangalore,,apartment,1,1,800,super,,full,,,,17000,100000,,,,,,,owner,,,,21.25,17500.00,lower-bound
S89294151,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-electronics-city-phase-1-bangalore-south-600-sqft-r1-spid-S89294151,"1 Bedroom House for rent in Electronics City Phase 1, Bangalore",2026-06-18T04:10:00+05:30,"Electronics City Phase 1, Bangalore, Bangalore South",Electronics City Phase 1,Bangalore,,independent house,1,1,600,plot,,full,,,,12000,24000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 2 months rent (computed 24000)",20.00,12120.00,lower-bound
K91751238,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-royal-enclave-srirampura-jakkur-bangalore-north-900-sqft-spid-K91751238,"1 BHK Flat for rent in Srirampura Jakkur, Bangalore",2026-06-18T04:10:00+05:30,Royal Enclave,Srirampura Jakkur,Bangalore,,apartment,1,1,900,carpet,,full,,,,21500,107500,,,,,,,owner,,,deposit = 5 months rent (computed 107500),23.89,22037.50,lower-bound
U81063095,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-indira-nagar-stage-2-bangalore-east-300-sqft-r5-spid-U81063095,"Studio Apartments / 1 RK Flats for rent in Indira Nagar Stage 2, Bangalore",2026-06-18T04:10:00+05:30,krishnaproperties,Indira Nagar Stage 2,Bangalore,,studio (1 RK),1,1,300,super,,full,,,,18500,3500,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,61.67,18517.50,lower-bound
J91748608,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-kodihalli-bangalore-east-250-sqft-spid-J91748608,"Studio Apartments / 1 RK Flats for rent in Kodihalli, Old Airport Road",2026-06-18T04:10:00+05:30,Sunshine,Kodihalli,Bangalore,,studio (1 RK),1,1,250,built-up,,full,,,,15000,40000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,60.00,15200.00,lower-bound
N85212516,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-tech-city-layout-bangalore-south-450-sqft-r3-spid-N85212516,"Studio Apartments / 1 RK Flats for rent in Tech City Layout, Electronic City",2026-06-18T04:10:00+05:30,apple residency,Tech City Layout,Bangalore,,studio (1 RK),1,1,450,carpet,,full,,,,16000,16000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,35.56,16080.00,lower-bound
D91710090,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-dwarka-nagar-bangalore-north-1200-sqft-spid-D91710090,"1 Bedroom House for rent in Dwarka Nagar, Bagalur Main Road",2026-06-18T04:10:00+05:30,"Dwarka Nagar, Bagalur Main Road, Bangalore North",Dwarka Nagar,Bangalore,,independent house,1,1,1200,plot,,full,,,,12000,60000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",10.00,12300.00,lower-bound
O91715348,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sowparnika-ashiyana-whitefield-bangalore-east-372-sqft-spid-O91715348,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Ashiyana,Whitefield,Bangalore,,apartment,1,1,372,carpet,,full,,,,20000,50000,,,,,,,owner,,,,53.76,20250.00,lower-bound
H91715128,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-bhartiya-city-nikoo-homes-1-thanisandra-bangalore-north-680-sqft-spid-H91715128,"1 BHK Flat for rent in Thanisandra, Bangalore",2026-06-18T04:10:00+05:30,Bhartiya City Nikoo Homes 1,Thanisandra,Bangalore,,apartment,1,1,680,carpet,,full,,,,14000,28000,,,,,,,owner,,,,20.59,14140.00,lower-bound
S91714088,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-prestige-shantiniketan-whitefield-bangalore-east-720-sqft-spid-S91714088,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Prestige Shantiniketan,Whitefield,Bangalore,,apartment,1,1,720,super,,full,,,,15000,,,,,,,,owner,,,,20.83,15000.00,lower-bound
Z83595090,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-manjunatha-layout-munnekollal-bangalore-east-600-sqft-r6-spid-Z83595090,"1 BHK Flat for rent in Manjunatha Layout Munnekollal, Old Airport Road",2026-06-18T04:10:00+05:30,Rvs,Manjunatha Layout Munnekollal,Bangalore,,apartment,1,1,600,super,,full,,,,19000,38000,,,,,,,owner,,,deposit = 2 months rent (computed 38000),31.67,19190.00,lower-bound
M91707054,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-vijay-nagar-bangalore-east-4050-sqft-spid-M91707054,"1 BHK Builder Floor for rent in Vijay Nagar, Whitefield",2026-06-18T04:10:00+05:30,"Vijay Nagar, Whitefield, Bangalore East",Vijay Nagar,Bangalore,,builder floor,1,1,4050,plot,,full,,,,20000,40000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 2 months rent (computed 40000)",4.94,20200.00,lower-bound
Y91701338,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-amruthnagar-bangalore-north-550-sqft-spid-Y91701338,"1 BHK Builder Floor for rent in Amruthnagar, Sahakara Nagar",2026-06-18T04:10:00+05:30,"Amruthnagar, Sahakara Nagar, Bangalore North",Amruthnagar,Bangalore,,builder floor,1,1,1500,plot,,full,,,,15000,50000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",10.00,15250.00,lower-bound
M91681862,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-it-meadows-pattandur-agrahara-bangalore-east-400-sqft-spid-M91681862,"1 BHK Flat for rent in Pattandur Agrahara, Whitefield",2026-06-18T04:10:00+05:30,IT Meadows,Pattandur Agrahara,Bangalore,,apartment,1,1,400,carpet,,full,,,,20000,40000,,,,,,,owner,,,deposit = 2 months rent (computed 40000),50.00,20200.00,lower-bound
M91661890,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-block-1-sir-m-vishveshwaraiah-layout-bangalore-west-600-sqft-spid-M91661890,"1 Bedroom House for rent in 1st Block Sir M Vishveshwaraiah Layout, Mysore Road",2026-06-18T04:10:00+05:30,"1st Block Sir M Vishveshwaraiah Layout, Mysore Road, Bangalore West",1st Block Sir M Vishveshwaraiah Layout,Bangalore,,independent house,1,1,600,plot,,full,,,,12000,50000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",20.00,12250.00,lower-bound
Y72847187,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-8th-block-koramangala-bangalore-south-250-sqft-r6-spid-Y72847187,"Studio Apartments / 1 RK Flats for rent in 8th block Koramangala, Bangalore",2026-06-18T04:10:00+05:30,orion home koramangla,8th block Koramangala,Bangalore,,studio (1 RK),1,1,250,carpet,,full,,,,16500,33000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 33000),66.00,16665.00,lower-bound
Q90287770,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bellandur-bangalore-east-450-sqft-spid-Q90287770,"Studio Apartments / 1 RK Flats for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,Ekta Living,Bellandur,Bangalore,,studio (1 RK),1,1,450,built-up,,full,,,,19500,19500,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 19500),43.33,19597.50,lower-bound
D90287654,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-kadubeesanahalli-bangalore-east-350-sqft-spid-D90287654,"Studio Apartments / 1 RK Flats for rent in Kadubeesanahalli, Bangalore",2026-06-18T04:10:00+05:30,Ekta Living,Kadubeesanahalli,Bangalore,,studio (1 RK),1,1,350,built-up,,full,,,,20000,20000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 20000),57.14,20100.00,lower-bound
X81891234,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-cambridge-layout-bangalore-central-400-sqft-r5-spid-X81891234,"Studio Apartments / 1 RK Flats for rent in Cambridge Layout, MG Road",2026-06-18T04:10:00+05:30,krushnaproperties,Cambridge Layout,Bangalore,,studio (1 RK),1,1,400,built-up,,full,,,,20000,20000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 20000),50.00,20100.00,lower-bound
Z90170124,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-green-woods-layout-bangalore-east-300-sqft-spid-Z90170124,"1 Bedroom House for rent in Green Woods Layout, Varanasi, Bangalore",2026-06-18T04:10:00+05:30,no sandeep sanjana,Green Woods Layout,Bangalore,,independent house,1,1,300,plot,,full,,,,12000,,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",40.00,12000.00,lower-bound
F89698866,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-whitefield-bangalore-east-600-sqft-spid-F89698866,"1 BHK Builder Floor for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,"Whitefield, Bangalore, Bangalore East",Whitefield,Bangalore,,builder floor,1,1,2426,plot,,full,,,,16000,60000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",6.60,16300.00,lower-bound
X83952708,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-bellandur-bangalore-east-350-sqft-r3-spid-X83952708,"1 BHK Flat for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,THE ADDRESS FLATS,Bellandur,Bangalore,,apartment,1,1,350,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
F87065982,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-whitefield-bangalore-east-300-sqft-r1-spid-F87065982,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,EEMO LIVING,Whitefield,Bangalore,,apartment,1,1,300,carpet,,full,,,,17000,35000,,,,,,,dealer,,,,56.67,17175.00,lower-bound
P88256732,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-dodsworth-layout-bangalore-east-350-sqft-r1-spid-P88256732,"1 BHK Flat for rent in Dodsworth Layout, Whitefield",2026-06-18T04:10:00+05:30,"STAR HOMES, BOREWELL ROAD, WHITEFIELD",Dodsworth Layout,Bangalore,,apartment,1,1,350,carpet,,full,,,,18000,54000,,,,,,,dealer,,,,51.43,18270.00,lower-bound
B88899668,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-hale-devasandra-bangalore-east-400-sqft-spid-B88899668,"Studio Apartments / 1 RK Flats for rent in Hale Devasandra, KR Puram",2026-06-18T04:10:00+05:30,sitara building,Hale Devasandra,Bangalore,,studio (1 RK),1,1,400,carpet,,full,,,,16000,128000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 8 months rent (computed 128000),40.00,16640.00,lower-bound
F88565558,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-kodathi-bangalore-east-450-sqft-spid-F88565558,"1 Bedroom House for rent in Kodathi, Near Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,"Kodathi, Near Sarjapur Road, Bangalore, Bangalore East",Kodathi,Bangalore,,independent house,1,1,450,plot,,full,,,,21000,63000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 3 months rent (computed 63000)",46.67,21315.00,lower-bound
M88325576,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-rk-hegde-nagar-bangalore-north-850-sqft-spid-M88325576,"1 Bedroom House for rent in RK Hegde Nagar, Thanisandra Main Road",2026-06-18T04:10:00+05:30,"RK Hegde Nagar, Thanisandra Main Road, Bangalore North",RK Hegde Nagar,Bangalore,,independent house,1,1,850,built-up,,full,,,,20000,,,,,,,,owner,,,,23.53,20000.00,lower-bound
A46637021,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-aecs-layout-bangalore-east-1034-sqft-r4-spid-A46637021,"1 BHK Flat for rent in AECS Layout, Marathahalli",2026-06-18T04:10:00+05:30,Colive Atlanta,AECS Layout,Bangalore,,apartment,1,1,1034,super,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),20.31,21210.00,lower-bound
S55809584,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-marathahalli-bangalore-east-400-sqft-r9-spid-S55809584,"1 BHK Flat for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Colive Edison,Marathahalli,Bangalore,,apartment,1,1,400,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),50.00,20200.00,lower-bound
I76180157,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sowparnika-columns-soukya-road-bangalore-east-744-sqft-r2-spid-I76180157,"1 BHK Flat for rent in Soukya Road, Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Columns,Soukya Road,Bangalore,,apartment,1,1,744,super,,full,,,,21000,105000,,,,,,,owner,,,deposit = 5 months rent (computed 105000),28.23,21525.00,lower-bound
S50686560,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-whitefield-bangalore-east-1500-sqft-r4-spid-S50686560,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Praveen Residency,Whitefield,Bangalore,,apartment,1,1,1500,built-up,,full,,,,12000,30000,,,,,,,owner,,,,8.00,12150.00,lower-bound
R91197178,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-rekhi-brooklyn-maruthi-sevanagar-bangalore-east-1250-sqft-spid-R91197178,"1 BHK Flat for rent in Maruthi Sevanagar, Old Madras Road",2026-06-18T04:10:00+05:30,Rekhi Brooklyn,Maruthi Sevanagar,Bangalore,,apartment,1,1,1250,carpet,,full,,,,20000,100000,,,,,,,owner,,,,16.00,20500.00,lower-bound
E90897476,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bellandur-bangalore-east-550-sqft-spid-E90897476,"Studio Apartments / 1 RK Flats for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,Ekta Living,Bellandur,Bangalore,,studio (1 RK),1,1,550,built-up,,full,,,,21000,21000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 21000),38.18,21105.00,lower-bound
A89683562,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-550-sqft-r1-spid-A89683562,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Bhavan,BTM Layout,Bangalore,,apartment,1,1,550,built-up,,full,,,,20001,40000,,,,,,,,,,,36.37,20201.00,lower-bound
N90628226,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-500-sqft-spid-N90628226,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Homes,BTM Layout,Bangalore,,apartment,1,1,500,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),40.00,20200.00,lower-bound
V90718236,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-450-sqft-spid-V90718236,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Homes,BTM Layout,Bangalore,,apartment,1,1,450,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),44.44,20200.00,lower-bound
